acc	filename	drs_id	filetype	sample_name	mapped	sequencing_type
SRR1597750	HG02373.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	82af1d9fa2abf63f60545db1a2d2564e	bam	HG02373	unmapped	exome
SRR1597750	HG02373.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	940b3ed10af0ca2be7450ffe2935d002	bam	HG02373	mapped	exome
SRR1597753	HG02374.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	83a30e2b926c05936f7d3d60077b46ca	bam	HG02374	mapped	low_coverage
SRR1597753	HG02374.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	cd8e2e4603a58950a385f70c85173c8d	bam	HG02374	unmapped	low_coverage
SRR1597752	HG02374.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	d42385f5504602e6ab073eeb65862805	bam	HG02374	unmapped	exome
SRR1597752	HG02374.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	f4373d9b3f89d9efd77adb0703e5dbab	bam	HG02374	mapped	exome
SRR1597755	HG02375.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	044aa63368eddcfead50ccb332cfb1bb	bam	HG02375	mapped	low_coverage
SRR1597755	HG02375.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	0dc5e09fd586bf81d6cb2fc1dafa1e24	bam	HG02375	unmapped	low_coverage
SRR1597754	HG02375.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	ca6147b4ce217037d11ae02e99451674	bam	HG02375	mapped	exome
SRR1597754	HG02375.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	f1fe8bbf4b78ac349fdc19da0e124ccf	bam	HG02375	unmapped	exome
SRR1597756	HG02377.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	a35ade55ff4b5dd0d8d352b7c1db8c60	bam	HG02377	mapped	exome
SRR1597756	HG02377.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	c5aac0a7409e46e2b176abc3eaad284a	bam	HG02377	unmapped	exome
SRR1597757	HG02377.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	b9064317b16a77292af9afec12a7fdb6	bam	HG02377	mapped	low_coverage
SRR1597757	HG02377.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	c9015119e3ddc2d862378f71c12d5104	bam	HG02377	unmapped	low_coverage
SRR1597759	HG02379.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	2de7305c61b76ea0f14f746dcefc46a1	bam	HG02379	unmapped	low_coverage
SRR1597759	HG02379.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	c6a2af0007d2d0161a4bf385c64d966f	bam	HG02379	mapped	low_coverage
SRR1597758	HG02379.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	4e91e19ed1e8287f024837f8b9114812	bam	HG02379	unmapped	exome
SRR1597758	HG02379.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	d92a593cdcf6167931f2caeb89b26db6	bam	HG02379	mapped	exome
SRR1597761	HG02380.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	ac3109985516832c46c35d6ec7b0f654	bam	HG02380	unmapped	low_coverage
SRR1597761	HG02380.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	d160ef9d493136dc19bb20acc8f0bf9c	bam	HG02380	mapped	low_coverage
SRR1597760	HG02380.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	8d98adbf0a6be053aabf079ca947ea05	bam	HG02380	unmapped	exome
SRR1597760	HG02380.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	de1835cefe39c9ac07f7ee66cb134089	bam	HG02380	mapped	exome
SRR1597763	HG02381.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	4dd6a47a9ef55eac00c11bd78480707a	bam	HG02381	unmapped	low_coverage
SRR1597763	HG02381.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	f223c947be3bef3f8210be47037e4779	bam	HG02381	mapped	low_coverage
SRR1597762	HG02381.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	ad5946bba4507abdd029310d6537ca55	bam	HG02381	unmapped	exome
SRR1597762	HG02381.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	b97c777249c0541c8074d514c8130afc	bam	HG02381	mapped	exome
SRR1597765	HG02382.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	04dded66d7d501f860e26bfe43081b3f	bam	HG02382	mapped	low_coverage
SRR1597765	HG02382.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	8280f79fd2a737147d886cfb2a72b2ea	bam	HG02382	unmapped	low_coverage
SRR1597764	HG02382.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	cf5f06bfd4b02c1cc52518fdfce643ce	bam	HG02382	unmapped	exome
SRR1597764	HG02382.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	d1262d613115c42c9d095f281034459b	bam	HG02382	mapped	exome
SRR1597767	HG02383.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	7b493fe727a4f99f42f82bf74a68e51c	bam	HG02383	mapped	low_coverage
SRR1597767	HG02383.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	93f213235a59075ef5ae04ccb4b009bb	bam	HG02383	unmapped	low_coverage
SRR1597766	HG02383.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	d6b1d194787b8ae0d6d1dbfd0361a23e	bam	HG02383	unmapped	exome
SRR1597766	HG02383.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	f9948073c030b9a3bcb8c3f2a96bdfff	bam	HG02383	mapped	exome
SRR1597769	HG02384.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	3e5d1f5b4c0f1eaf309557f4302fa608	bam	HG02384	mapped	low_coverage
SRR1597769	HG02384.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	692bdb7ab7a63af13c7f98c575ca1e28	bam	HG02384	unmapped	low_coverage
SRR1597768	HG02384.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	8cbb71900ec9a40177324c15c5ced6b1	bam	HG02384	mapped	exome
SRR1597768	HG02384.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	e308eacd6c62d833b2dc563a2e1f2ae3	bam	HG02384	unmapped	exome
SRR1597771	HG02385.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	119270e1ffa394d161d913bea42c44ee	bam	HG02385	mapped	low_coverage
SRR1597771	HG02385.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	39d442ff61e6b71f8df269cc7ae6e9d4	bam	HG02385	unmapped	low_coverage
SRR1597770	HG02385.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	1170b58bccf5ebe607626c8647018bf4	bam	HG02385	mapped	exome
SRR1597770	HG02385.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	396bf8d38330fe483363bed0c625a84c	bam	HG02385	unmapped	exome
SRR1597772	HG02386.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	0f11111800f661be7ccd98a5fdc1a037	bam	HG02386	mapped	exome
SRR1597772	HG02386.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	b91c02e4adda409c271640059c85151c	bam	HG02386	unmapped	exome
SRR1597773	HG02386.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	60463cdcd687fdcc031aa8b93e9ab326	bam	HG02386	mapped	low_coverage
SRR1597773	HG02386.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	f08ef6ab6efd987c8b3a563569551e35	bam	HG02386	unmapped	low_coverage
SRR1597775	HG02387.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	39deba0ef687694fea74795b14e601b0	bam	HG02387	mapped	low_coverage
SRR1597775	HG02387.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	bf09cb5ad37293a768ba8e676334cb23	bam	HG02387	unmapped	low_coverage
SRR1597774	HG02387.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	1f76b525b56b66bfb165f57de8e3e666	bam	HG02387	unmapped	exome
SRR1597774	HG02387.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	611d528d670f017612ffe3f2c2f6fad3	bam	HG02387	mapped	exome
SRR1597776	HG02388.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	0caf52feed1d3bdadd65e02100dbf03a	bam	HG02388	mapped	exome
SRR1597776	HG02388.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	8556d3c3cb2e6973badc374a4e1661ac	bam	HG02388	unmapped	exome
SRR1597777	HG02388.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	5e98369fc68a549b90a2f18b1bf4f029	bam	HG02388	unmapped	low_coverage
SRR1597777	HG02388.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	bfc2a690925571b46b7488d0cf6e18bf	bam	HG02388	mapped	low_coverage
SRR1597778	HG02389.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	73a85ad8a05faa48ac2582868660fc93	bam	HG02389	mapped	exome
SRR1597778	HG02389.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	c1b043d8845dcd60f341e6ad865405f1	bam	HG02389	unmapped	exome
SRR1597779	HG02389.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	4059f0dce8bdc25b5f9712e17741d083	bam	HG02389	mapped	low_coverage
SRR1597779	HG02389.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	bf50c08eef56f12f8025b60730377e87	bam	HG02389	unmapped	low_coverage
SRR1597780	HG02390.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	ad6fb957ec35205a300c7bd599b18b18	bam	HG02390	mapped	exome
SRR1597780	HG02390.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	e94f55a109a91e7e5795a9f9ae3793ce	bam	HG02390	unmapped	exome
SRR1597781	HG02390.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	2a3019d0c0296c02c024420815f4bc0f	bam	HG02390	mapped	low_coverage
SRR1597781	HG02390.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	c340c8e7273cedee7f321a1f988190b6	bam	HG02390	unmapped	low_coverage
SRR1597782	HG02391.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	45e7f3b05c69bd91042abdba6fb410b6	bam	HG02391	unmapped	exome
SRR1597782	HG02391.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	8a3f3f9d9a975d4644cf0ab9c65f04cf	bam	HG02391	mapped	exome
SRR1597783	HG02391.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	21f336ba21b0837cd242845b78bdcccd	bam	HG02391	mapped	low_coverage
SRR1597783	HG02391.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	492dc13d132fa4ba7eb23f4069f33d1b	bam	HG02391	unmapped	low_coverage
SRR1597784	HG02392.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	13ac95bd6f801d29bd2f1caf4a98601f	bam	HG02392	mapped	exome
SRR1597784	HG02392.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	14f447433b836d1395a3042b9c3aabc9	bam	HG02392	unmapped	exome
SRR1597785	HG02392.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	3c2649c44235b903d742d1d381bb64b8	bam	HG02392	mapped	low_coverage
SRR1597785	HG02392.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	c4fba0939f7a7d6e5092019e441bf119	bam	HG02392	unmapped	low_coverage
SRR1597787	HG02394.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	4318d55a4de506c549ebfb7b5a6801c4	bam	HG02394	mapped	low_coverage
SRR1597787	HG02394.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	c1f31b8ffa34669ca4e3e4103a5f16c5	bam	HG02394	unmapped	low_coverage
SRR1597786	HG02394.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	1245bf1df7cb9704054b1f4eaf0b2bb0	bam	HG02394	mapped	exome
SRR1597786	HG02394.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	a73462a7eb9dec1182c43c96d5214e20	bam	HG02394	unmapped	exome
SRR1597789	HG02395.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	b4dcd39842a8503bfbc65ad8896c3e59	bam	HG02395	unmapped	low_coverage
SRR1597789	HG02395.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	cf2102a29b1fe6cbc25d2b6277bfbabe	bam	HG02395	mapped	low_coverage
SRR1597788	HG02395.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	588929a2dcbabd2f09a629d7549593a5	bam	HG02395	mapped	exome
SRR1597788	HG02395.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	6ed842a3997b29ef4b4478afd6e3680c	bam	HG02395	unmapped	exome
SRR1597791	HG02396.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	f755296c737e62c647391c847a2334e8	bam	HG02396	unmapped	low_coverage
SRR1597791	HG02396.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	fddd400dd5200ba346694824722eb14f	bam	HG02396	mapped	low_coverage
SRR1597790	HG02396.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	34a12f2c63cd952065cc6b3450d93c3b	bam	HG02396	mapped	exome
SRR1597790	HG02396.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	5e19be3b7e7b80118c1cc68c6f54de80	bam	HG02396	unmapped	exome
SRR1597793	HG02397.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	7becea49969e172b9c05f0a661293847	bam	HG02397	mapped	low_coverage
SRR1597793	HG02397.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	9957c2d5050b6333f6d15ae3300bc50b	bam	HG02397	unmapped	low_coverage
SRR1597792	HG02397.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	400fa43e6d011cf1355d82e4a9d328f3	bam	HG02397	unmapped	exome
SRR1597792	HG02397.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	fc838313689f2522f6ba3bc1ebd0be29	bam	HG02397	mapped	exome
SRR1597795	HG02398.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	6e3456887357007d9486ad2611f15534	bam	HG02398	mapped	low_coverage
SRR1597795	HG02398.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	b5669f1692b1203cef3fc06074473689	bam	HG02398	unmapped	low_coverage
SRR1597794	HG02398.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	9e7603d4a3533e4960dd17909b112155	bam	HG02398	unmapped	exome
SRR1597794	HG02398.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	c0bd9a8c2a75f25ec4a3f746cc2b33e4	bam	HG02398	mapped	exome
SRR1597797	HG02399.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	68369c4bbc82460c97f3207907872f82	bam	HG02399	unmapped	low_coverage
SRR1597797	HG02399.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	c88d1341d10adb2c43ad8b30feeaedf4	bam	HG02399	mapped	low_coverage
SRR1597796	HG02399.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	e3140d8bd084908ef2ee91624ed8735a	bam	HG02399	mapped	exome
SRR1597796	HG02399.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	f3b9c77969be200b6aa641c5f140149a	bam	HG02399	unmapped	exome
SRR1597799	HG02401.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	3ef0dcd4733eb78d7ad65be86ef9e5c9	bam	HG02401	mapped	low_coverage
SRR1597799	HG02401.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	c5c09ec4bdeaee75829cfda33086928f	bam	HG02401	unmapped	low_coverage
SRR1597798	HG02401.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	299cb6d39dcd429354346da8a0f37ebd	bam	HG02401	unmapped	exome
SRR1597798	HG02401.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	b604685188a25dd7b94d70b53d8b0596	bam	HG02401	mapped	exome
SRR1597801	HG02402.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	1429504a44329ddcf580ecaa8eda37a4	bam	HG02402	mapped	low_coverage
SRR1597801	HG02402.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	6de1095aeac3aff756798c59d69ffabc	bam	HG02402	unmapped	low_coverage
SRR1597800	HG02402.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	451672815019933cb723c89fe043aa20	bam	HG02402	unmapped	exome
SRR1597800	HG02402.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	886ed3c585abab2a7125f5a9ff5a923a	bam	HG02402	mapped	exome
SRR1597803	HG02406.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	0712982a3b310dca88f582293494be81	bam	HG02406	mapped	low_coverage
SRR1597803	HG02406.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	7fb24af4d74b0021ec7c8785a63dab1d	bam	HG02406	unmapped	low_coverage
SRR1597802	HG02406.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	068dfcd95ced026096b5c9447d673bd7	bam	HG02406	mapped	exome
SRR1597802	HG02406.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	da06ceb2275b7c42e1a1fb14b03f52e8	bam	HG02406	unmapped	exome
SRR1597805	HG02407.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	46c0cef3875a1fc0eb473a7e370b995b	bam	HG02407	unmapped	low_coverage
SRR1597805	HG02407.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	8c8fbe91811b479a7c6dbefd8225f732	bam	HG02407	mapped	low_coverage
SRR1597804	HG02407.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	b183a62384a4c81db745802668b56bc9	bam	HG02407	unmapped	exome
SRR1597804	HG02407.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	c384763252f01a0f9fcf2740d35db52e	bam	HG02407	mapped	exome
SRR1601761	HG02408.mapped.ILLUMINA.bwa.CDX.exome.20130422.bam.bai	ce8e98587f4aea96353d409ed2ed44f4	bai	HG02408	mapped	exome
SRR1601762	HG02408.mapped.ILLUMINA.bwa.CDX.low_coverage.20130415.bam	25e4e16fa2693660af42e9e0343c7374	bam	HG02408	mapped	low_coverage
SRR1601762	HG02408.unmapped.ILLUMINA.bwa.CDX.low_coverage.20130415.bam	cf092f7a0ef02684a44c7bab217b3435	bam	HG02408	unmapped	low_coverage
SRR1601761	HG02408.mapped.ILLUMINA.bwa.CDX.exome.20130422.bam	08400843d4d16330dfb1d4cf7a87234f	bam	HG02408	mapped	exome
SRR1601761	HG02408.unmapped.ILLUMINA.bwa.CDX.exome.20130422.bam	1b0cdf4276507a5d34eddd65b28be900	bam	HG02408	unmapped	exome
SRR1597807	HG02409.unmapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	33868effa0211ef291842616959dded4	bam	HG02409	unmapped	low_coverage
SRR1597807	HG02409.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	5cc59f843eced11124cf0947c2e69124	bam	HG02409	mapped	low_coverage
SRR1597806	HG02409.unmapped.ILLUMINA.bwa.CDX.exome.20120522.bam	5208cf9ce2c79018b1c4189a9a617465	bam	HG02409	unmapped	exome
SRR1597806	HG02409.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam	bd37c04abbe6ec2be900c155c8580930	bam	HG02409	mapped	exome
SRR1601763	HG02410.mapped.ILLUMINA.bwa.CDX.exome.20130422.bam.bai	cc2c8714e25b0ea53eee2123c985fa62	bai	HG02410	mapped	exome
SRR1601763	HG02410.unmapped.ILLUMINA.bwa.CDX.exome.20130422.bam	a11a132617ae0e4e881d08477dee61d6	bam	HG02410	unmapped	exome
SRR1601763	HG02410.mapped.ILLUMINA.bwa.CDX.exome.20130422.bam	ec09d1a4955b945233e1f39c9bfb6547	bam	HG02410	mapped	exome
SRR1601764	HG02410.unmapped.ILLUMINA.bwa.CDX.low_coverage.20130502.bam	0d196c1f3b119983cea64a87a03c23ae	bam	HG02410	unmapped	low_coverage
SRR1601764	HG02410.mapped.ILLUMINA.bwa.CDX.low_coverage.20130502.bam	dec723227b5c1c0139ac000dbfafdbd7	bam	HG02410	mapped	low_coverage
SRR1597809	HG02419.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam	03477e0829494179ec64cea43698b084	bam	HG02419	mapped	low_coverage
SRR1597809	HG02419.unmapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam	3259ee43150574e97ecca26570e8ef58	bam	HG02419	unmapped	low_coverage
SRR1597808	HG02419.unmapped.ILLUMINA.bwa.ACB.exome.20120522.bam	d7cfc63f54b490342ab105a339da53b3	bam	HG02419	unmapped	exome
SRR1597808	HG02419.mapped.ILLUMINA.bwa.ACB.exome.20120522.bam	d90864c8adab747960c1275c15e18716	bam	HG02419	mapped	exome
SRR1597811	HG02420.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam	742ce79ab6f14ea993cd9c081632a19d	bam	HG02420	mapped	low_coverage
SRR1597811	HG02420.unmapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam	847e273a84f36f9fa35686c7f41af028	bam	HG02420	unmapped	low_coverage
SRR1597810	HG02420.mapped.ILLUMINA.bwa.ACB.exome.20120522.bam	48fc7ace84ab775fd8322826bc3adb7b	bam	HG02420	mapped	exome
SRR1597810	HG02420.unmapped.ILLUMINA.bwa.ACB.exome.20120522.bam	977e110b19677ca59bc7845cf20028b5	bam	HG02420	unmapped	exome
SRR1606765	HG02425.mapped.ILLUMINA.bwa.PEL.exome.20130422.bam.bai	04a2945e4e0b625aa105299c0159371d	bai	HG02425	mapped	exome
SRR1607131	HG02425.mapped.ILLUMINA.bwa.PEL.low_coverage.20130415.bam	0aad9adea335a9c1ffb8e341f7b09ca6	bam	HG02425	mapped	low_coverage
SRR1607131	HG02425.unmapped.ILLUMINA.bwa.PEL.low_coverage.20130415.bam	dc6a034753d021400cf74870507ff5ff	bam	HG02425	unmapped	low_coverage
SRR1606765	HG02425.mapped.ILLUMINA.bwa.PEL.exome.20130422.bam	37b265aa973064b83de4c9933e7b6572	bam	HG02425	mapped	exome
SRR1606765	HG02425.unmapped.ILLUMINA.bwa.PEL.exome.20130422.bam	54414335ab5f34d57a16c10630f80478	bam	HG02425	unmapped	exome
SRR1605159	HG02427.mapped.ILLUMINA.bwa.ACB.exome.20121211.bam.bai	86bed3f090d0a4f9d95095c4b6a8c062	bai	HG02427	mapped	exome
SRR1597812	HG02427.unmapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam	0be946418d56f6a95502f45c93d70474	bam	HG02427	unmapped	low_coverage
SRR1597812	HG02427.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam	3602fffe0acd1f71b23b821449dacd80	bam	HG02427	mapped	low_coverage
SRR1605159	HG02427.mapped.ILLUMINA.bwa.ACB.exome.20121211.bam	6e41194bfd43e94332fe7c8892767dc9	bam	HG02427	mapped	exome
SRR1605159	HG02427.unmapped.ILLUMINA.bwa.ACB.exome.20121211.bam	e943b1800f488a25b0162f6e0986cd5d	bam	HG02427	unmapped	exome
SRR1605184	HG02429.mapped.ILLUMINA.bwa.ACB.exome.20121211.bam.bai	11beb9e7f2be05f8a02fe12f3be1edf0	bai	HG02429	mapped	exome
SRR1597813	HG02429.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam	44839bfe2a28d72075dac3db9ad91c52	bam	HG02429	mapped	low_coverage
SRR1597813	HG02429.unmapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam	8bf5798b74907e9e74f564c5595c729b	bam	HG02429	unmapped	low_coverage
SRR1605184	HG02429.mapped.ILLUMINA.bwa.ACB.exome.20121211.bam	c83d0cab14283c1456d685c42010425d	bam	HG02429	mapped	exome
SRR1605184	HG02429.unmapped.ILLUMINA.bwa.ACB.exome.20121211.bam	e22f837679bc23c326c6fe1d6223117e	bam	HG02429	unmapped	exome
SRR1605137	HG02433.mapped.ILLUMINA.bwa.ACB.exome.20121211.bam.bai	675707a75c6ed011f6fdec220e2abfdd	bai	HG02433	mapped	exome
SRR1605207	HG02433.unmapped.ILLUMINA.bwa.ACB.low_coverage.20130415.bam	1719f1142d740977b6eb886f34f43ebc	bam	HG02433	unmapped	low_coverage
SRR1605207	HG02433.mapped.ILLUMINA.bwa.ACB.low_coverage.20130415.bam	6f287e56d3292c7a47c300df4190c366	bam	HG02433	mapped	low_coverage
SRR1605137	HG02433.mapped.ILLUMINA.bwa.ACB.exome.20121211.bam	4be2ee1cbccb8a0e75c135b743ab3c42	bam	HG02433	mapped	exome
SRR1605137	HG02433.unmapped.ILLUMINA.bwa.ACB.exome.20121211.bam	7656ed064adb8b7b07669f2a37604116	bam	HG02433	unmapped	exome
SRR1605160	HG02439.mapped.ILLUMINA.bwa.ACB.exome.20130415.bam.bai	9ed4aea88e3604e05d338cc5b08519b0	bai	HG02439	mapped	exome
SRR1605185	HG02439.mapped.ILLUMINA.bwa.ACB.low_coverage.20121211.bam.bai	5ccded8bb990043b73d087d3e74c1a8a	bai	HG02439	mapped	low_coverage
SRR1605160	HG02439.unmapped.ILLUMINA.bwa.ACB.exome.20130415.bam	d276e79051494ba64b991b9b4c3a8ac0	bam	HG02439	unmapped	exome
SRR1605160	HG02439.mapped.ILLUMINA.bwa.ACB.exome.20130415.bam	e80f22555549cf084475b35cea26e2da	bam	HG02439	mapped	exome
SRR1605185	HG02439.unmapped.ILLUMINA.bwa.ACB.low_coverage.20121211.bam	908e7b1d1b9524d06116b8f926a6c5e4	bam	HG02439	unmapped	low_coverage
SRR1605185	HG02439.mapped.ILLUMINA.bwa.ACB.low_coverage.20121211.bam	be03ff9c6b0417a01390dd1d1ad2c824	bam	HG02439	mapped	low_coverage
SRR1605138	HG02442.mapped.ILLUMINA.bwa.ACB.exome.20121211.bam.bai	2d90954a94d422d17514944991134806	bai	HG02442	mapped	exome
SRR1605208	HG02442.mapped.ILLUMINA.bwa.ACB.low_coverage.20130415.bam.bai	ccfa3eb5281cabe590bd1719c960dc30	bai	HG02442	mapped	low_coverage
SRR1605138	HG02442.mapped.ILLUMINA.bwa.ACB.exome.20121211.bam	15c363e8e42f929553bb10417a4dbade	bam	HG02442	mapped	exome
SRR1605138	HG02442.unmapped.ILLUMINA.bwa.ACB.exome.20121211.bam	c644f395a9092ca853a8d34680c9ac72	bam	HG02442	unmapped	exome
SRR1605208	HG02442.mapped.ILLUMINA.bwa.ACB.low_coverage.20130415.bam	724a416329059052c4d4f5361a9d64ea	bam	HG02442	mapped	low_coverage
SRR1605208	HG02442.unmapped.ILLUMINA.bwa.ACB.low_coverage.20130415.bam	aa2e7aaa0cf55c767aa6c4a28cc6d497	bam	HG02442	unmapped	low_coverage
SRR1605161	HG02445.mapped.ILLUMINA.bwa.ACB.exome.20121211.bam.bai	5143be394e39553766a2faf128cc7186	bai	HG02445	mapped	exome
SRR1605161	HG02445.unmapped.ILLUMINA.bwa.ACB.exome.20121211.bam	2dff2414c7e845870fc5114374b1d965	bam	HG02445	unmapped	exome
SRR1605161	HG02445.mapped.ILLUMINA.bwa.ACB.exome.20121211.bam	e18f147955fa5f3b1a7f6f9dd70ec0ee	bam	HG02445	mapped	exome
SRR1605186	HG02445.unmapped.ILLUMINA.bwa.ACB.low_coverage.20130415.bam	22be51f8ed86d32e571261f3f6d76564	bam	HG02445	unmapped	low_coverage
