file_name	chromosome	annotated	system	drs_id	compact_drs_id	hostbased_drs_id
CCDG_13607_B01_GRM_WGS_2019-02-19_chr2.recalibrated_variants.vcf.gz	chr2	FALSE	anv	dg.ANV0/16f27d67-39ff-4096-8b9c-a588ca0096c7	anv:dg.ANV0/16f27d67-39ff-4096-8b9c-a588ca0096c7	drs://gen3.theanvil.io/dg.ANV0/16f27d67-39ff-4096-8b9c-a588ca0096c7
CCDG_13607_B01_GRM_WGS_2019-02-19_chr20.recalibrated_variants.annotated.vcf.gz	chr20	TRUE	anv	dg.ANV0/652f3e0e-ec50-47b1-a745-86169ac9e530	anv:dg.ANV0/652f3e0e-ec50-47b1-a745-86169ac9e530	drs://gen3.theanvil.io/dg.ANV0/652f3e0e-ec50-47b1-a745-86169ac9e530
CCDG_13607_B01_GRM_WGS_2019-02-19_chr20.recalibrated_variants.vcf.gz	chr20	FALSE	anv	dg.ANV0/7698e90b-d6e3-48e6-893a-7680163ea86a	anv:dg.ANV0/7698e90b-d6e3-48e6-893a-7680163ea86a	drs://gen3.theanvil.io/dg.ANV0/7698e90b-d6e3-48e6-893a-7680163ea86a
CCDG_13607_B01_GRM_WGS_2019-02-19_chr21.recalibrated_variants.annotated.vcf.gz	chr21	TRUE	anv	dg.ANV0/081849a7-6541-467b-85c9-5473dee65252	anv:dg.ANV0/081849a7-6541-467b-85c9-5473dee65252	drs://gen3.theanvil.io/dg.ANV0/081849a7-6541-467b-85c9-5473dee65252
CCDG_13607_B01_GRM_WGS_2019-02-19_chr21.recalibrated_variants.vcf.gz	chr21	FALSE	anv	dg.ANV0/737247da-f5da-49a7-86ec-737978eb8293	anv:dg.ANV0/737247da-f5da-49a7-86ec-737978eb8293	drs://gen3.theanvil.io/dg.ANV0/737247da-f5da-49a7-86ec-737978eb8293
CCDG_13607_B01_GRM_WGS_2019-02-19_chr22.recalibrated_variants.annotated.vcf.gz	chr22	TRUE	anv	dg.ANV0/080f7ea2-4c5d-4168-b2fd-7fca7941f548	anv:dg.ANV0/080f7ea2-4c5d-4168-b2fd-7fca7941f548	drs://gen3.theanvil.io/dg.ANV0/080f7ea2-4c5d-4168-b2fd-7fca7941f548
CCDG_13607_B01_GRM_WGS_2019-02-19_chr22.recalibrated_variants.vcf.gz	chr22	FALSE	anv	dg.ANV0/10c935bd-c676-45ed-961f-718764616828	anv:dg.ANV0/10c935bd-c676-45ed-961f-718764616828	drs://gen3.theanvil.io/dg.ANV0/10c935bd-c676-45ed-961f-718764616828
CCDG_13607_B01_GRM_WGS_2019-02-19_chr3.recalibrated_variants.annotated.vcf.gz	chr3	TRUE	anv	dg.ANV0/e1761732-491f-4cd2-ab22-098126fa0547	anv:dg.ANV0/e1761732-491f-4cd2-ab22-098126fa0547	drs://gen3.theanvil.io/dg.ANV0/e1761732-491f-4cd2-ab22-098126fa0547
CCDG_13607_B01_GRM_WGS_2019-02-19_chr3.recalibrated_variants.vcf.gz	chr3	FALSE	anv	dg.ANV0/4d62d1d4-506c-4a63-96f8-49e912dc4d13	anv:dg.ANV0/4d62d1d4-506c-4a63-96f8-49e912dc4d13	drs://gen3.theanvil.io/dg.ANV0/4d62d1d4-506c-4a63-96f8-49e912dc4d13
CCDG_13607_B01_GRM_WGS_2019-02-19_chr4.recalibrated_variants.annotated.vcf.gz	chr4	TRUE	anv	dg.ANV0/c8047659-f184-424a-84c1-a117a44356e7	anv:dg.ANV0/c8047659-f184-424a-84c1-a117a44356e7	drs://gen3.theanvil.io/dg.ANV0/c8047659-f184-424a-84c1-a117a44356e7
CCDG_13607_B01_GRM_WGS_2019-02-19_chr4.recalibrated_variants.vcf.gz	chr4	FALSE	anv	dg.ANV0/327f3982-025f-4d54-b8d8-6508da28f019	anv:dg.ANV0/327f3982-025f-4d54-b8d8-6508da28f019	drs://gen3.theanvil.io/dg.ANV0/327f3982-025f-4d54-b8d8-6508da28f019
CCDG_13607_B01_GRM_WGS_2019-02-19_chr5.recalibrated_variants.annotated.vcf.gz	chr5	TRUE	anv	dg.ANV0/6389125b-55f0-40ac-96db-0cedfd8222ea	anv:dg.ANV0/6389125b-55f0-40ac-96db-0cedfd8222ea	drs://gen3.theanvil.io/dg.ANV0/6389125b-55f0-40ac-96db-0cedfd8222ea
CCDG_13607_B01_GRM_WGS_2019-02-19_chr5.recalibrated_variants.vcf.gz	chr5	FALSE	anv	dg.ANV0/036bc346-c284-4e1b-9539-b8278db32d8a	anv:dg.ANV0/036bc346-c284-4e1b-9539-b8278db32d8a	drs://gen3.theanvil.io/dg.ANV0/036bc346-c284-4e1b-9539-b8278db32d8a
CCDG_13607_B01_GRM_WGS_2019-02-19_chr6.recalibrated_variants.annotated.vcf.gz	chr6	TRUE	anv	dg.ANV0/35e7bb15-3fe7-43c7-a68c-dda90316cd5f	anv:dg.ANV0/35e7bb15-3fe7-43c7-a68c-dda90316cd5f	drs://gen3.theanvil.io/dg.ANV0/35e7bb15-3fe7-43c7-a68c-dda90316cd5f
CCDG_13607_B01_GRM_WGS_2019-02-19_chr6.recalibrated_variants.vcf.gz	chr6	FALSE	anv	dg.ANV0/b0f20a75-e4c2-4045-9381-089d54ffaa85	anv:dg.ANV0/b0f20a75-e4c2-4045-9381-089d54ffaa85	drs://gen3.theanvil.io/dg.ANV0/b0f20a75-e4c2-4045-9381-089d54ffaa85
CCDG_13607_B01_GRM_WGS_2019-02-19_chr7.recalibrated_variants.annotated.vcf.gz	chr7	TRUE	anv	dg.ANV0/aff2707b-66dc-42d1-a562-a280821fa87c	anv:dg.ANV0/aff2707b-66dc-42d1-a562-a280821fa87c	drs://gen3.theanvil.io/dg.ANV0/aff2707b-66dc-42d1-a562-a280821fa87c
CCDG_13607_B01_GRM_WGS_2019-02-19_chr7.recalibrated_variants.vcf.gz	chr7	FALSE	anv	dg.ANV0/86d2c915-47f8-4980-80c3-8f61a0968235	anv:dg.ANV0/86d2c915-47f8-4980-80c3-8f61a0968235	drs://gen3.theanvil.io/dg.ANV0/86d2c915-47f8-4980-80c3-8f61a0968235
CCDG_13607_B01_GRM_WGS_2019-02-19_chr8.recalibrated_variants.annotated.vcf.gz	chr8	TRUE	anv	dg.ANV0/ef02c5e5-6470-4e9c-8580-5da9c3300354	anv:dg.ANV0/ef02c5e5-6470-4e9c-8580-5da9c3300354	drs://gen3.theanvil.io/dg.ANV0/ef02c5e5-6470-4e9c-8580-5da9c3300354
CCDG_13607_B01_GRM_WGS_2019-02-19_chr8.recalibrated_variants.vcf.gz	chr8	FALSE	anv	dg.ANV0/8942777e-9ddf-4266-ba4d-adcb4b8bd48a	anv:dg.ANV0/8942777e-9ddf-4266-ba4d-adcb4b8bd48a	drs://gen3.theanvil.io/dg.ANV0/8942777e-9ddf-4266-ba4d-adcb4b8bd48a
CCDG_13607_B01_GRM_WGS_2019-02-19_chr9.recalibrated_variants.annotated.vcf.gz	chr9	TRUE	anv	dg.ANV0/11ff61be-6933-4c3c-acc0-8f29bd1bc025	anv:dg.ANV0/11ff61be-6933-4c3c-acc0-8f29bd1bc025	drs://gen3.theanvil.io/dg.ANV0/11ff61be-6933-4c3c-acc0-8f29bd1bc025
CCDG_13607_B01_GRM_WGS_2019-02-19_chr9.recalibrated_variants.vcf.gz	chr9	FALSE	anv	dg.ANV0/d2b4631c-0848-4a85-91b3-2fd5a150ddfe	anv:dg.ANV0/d2b4631c-0848-4a85-91b3-2fd5a150ddfe	drs://gen3.theanvil.io/dg.ANV0/d2b4631c-0848-4a85-91b3-2fd5a150ddfe
CCDG_13607_B01_GRM_WGS_2019-02-19_chrX.recalibrated_variants.annotated.vcf.gz	chrX	TRUE	anv	dg.ANV0/4d27350b-8a6a-4808-8252-88b5dfc7abc4	anv:dg.ANV0/4d27350b-8a6a-4808-8252-88b5dfc7abc4	drs://gen3.theanvil.io/dg.ANV0/4d27350b-8a6a-4808-8252-88b5dfc7abc4
CCDG_13607_B01_GRM_WGS_2019-02-19_chrX.recalibrated_variants.vcf.gz	chrX	FALSE	anv	dg.ANV0/463145f3-018e-4563-83a6-fabba06df674	anv:dg.ANV0/463145f3-018e-4563-83a6-fabba06df674	drs://gen3.theanvil.io/dg.ANV0/463145f3-018e-4563-83a6-fabba06df674
CCDG_13607_B01_GRM_WGS_2019-02-19_chrY.recalibrated_variants.annotated.vcf.gz	chrY	TRUE	anv	dg.ANV0/7164e022-5973-467c-9e4c-6eddcf6d0c8b	anv:dg.ANV0/7164e022-5973-467c-9e4c-6eddcf6d0c8b	drs://gen3.theanvil.io/dg.ANV0/7164e022-5973-467c-9e4c-6eddcf6d0c8b
CCDG_13607_B01_GRM_WGS_2019-02-19_chrY.recalibrated_variants.vcf.gz	chrY	FALSE	anv	dg.ANV0/5998eae2-8030-4589-8b64-e39c3c03af84	anv:dg.ANV0/5998eae2-8030-4589-8b64-e39c3c03af84	drs://gen3.theanvil.io/dg.ANV0/5998eae2-8030-4589-8b64-e39c3c03af84
CCDG_13607_B01_GRM_WGS_2019-02-19_others.recalibrated_variants.annotated.vcf.gz	others	TRUE	anv	dg.ANV0/53151772-c739-42d5-be63-95e355126fd5	anv:dg.ANV0/53151772-c739-42d5-be63-95e355126fd5	drs://gen3.theanvil.io/dg.ANV0/53151772-c739-42d5-be63-95e355126fd5
CCDG_13607_B01_GRM_WGS_2019-02-19_others.recalibrated_variants.vcf.gz	others	FALSE	anv	dg.ANV0/27554b4b-60d5-4877-933d-faa1034e5d2c	anv:dg.ANV0/27554b4b-60d5-4877-933d-faa1034e5d2c	drs://gen3.theanvil.io/dg.ANV0/27554b4b-60d5-4877-933d-faa1034e5d2c
